_id,sessionId,customerId,merchantId,eventType,productId,productIds[0],productIds[1],productIds[2],productIds[3],cartTotal,recoveryStatus,createdAt,__v,cartItems[0].productId,cartItems[1].productId,cartItems[2].productId,cartItems[3].productId,cartItems[0].name,cartItems[1].name,cartItems[2].name,cartItems[3].name,cartItems[0].quantity,cartItems[1].quantity,cartItems[2].quantity,cartItems[3].quantity,cartItems[0].price,cartItems[1].price,cartItems[2].price,cartItems[3].price,cartItems[0]._id,cartItems[1]._id,cartItems[2]._id,cartItems[3]._id,abandonmentReason
6a79b1e25e74060a157e6e95,session_1786293764305_agj3v9c17,6a782c19018c2b4d3ecabb2a,6a70a070faabc7ced4271957,product_viewed,6a7779bab31338dbaaaf7a04,,,,,0,pending,2026-08-10T11:11:30.829Z,0,,,,,,,,,,,,,,,,,,,,,
6a79b1e25e74060a157e6e98,session_1786293764305_agj3v9c17,6a782c19018c2b4d3ecabb2a,6a70a070faabc7ced4271957,product_viewed,6a777916b31338dbaaaf79bf,,,,,0,pending,2026-08-10T11:11:30.848Z,0,,,,,,,,,,,,,,,,,,,,,
6a79b1e55e74060a157e6e9e,session_1786293764305_agj3v9c17,6a782c19018c2b4d3ecabb2a,6a70a070faabc7ced4271957,product_viewed,6a77783db31338dbaaaf7966,,,,,0,pending,2026-08-10T11:11:33.377Z,0,,,,,,,,,,,,,,,,,,,,,
6a79b1e55e74060a157e6ea1,session_1786293764305_agj3v9c17,6a782c19018c2b4d3ecabb2a,6a705b1d0bded7df22f1c4a5,product_viewed,6a71c2606066bd8f2f847dfb,,,,,0,pending,2026-08-10T11:11:33.398Z,0,,,,,,,,,,,,,,,,,,,,,
6a79b1ed5e74060a157e6f20,session_1786293764305_agj3v9c17,6a782c19018c2b4d3ecabb2a,6a705b1d0bded7df22f1c4a5,product_viewed,6a71bfde6066bd8f2f847d17,,,,,0,pending,2026-08-10T11:11:41.733Z,0,,,,,,,,,,,,,,,,,,,,,
6a79b1ed5e74060a157e6f23,session_1786293764305_agj3v9c17,6a782c19018c2b4d3ecabb2a,6a705b1d0bded7df22f1c4a5,product_viewed,6a71bfde6066bd8f2f847d17,,,,,0,pending,2026-08-10T11:11:41.755Z,0,,,,,,,,,,,,,,,,,,,,,
6a79b1ed5e74060a157e6f26,session_1786293764305_agj3v9c17,6a782c19018c2b4d3ecabb2a,6a70a070faabc7ced4271957,product_viewed,6a777a2bb31338dbaaaf7a30,,,,,0,pending,2026-08-10T11:11:41.777Z,0,,,,,,,,,,,,,,,,,,,,,
6a79b1ed5e74060a157e6f29,session_1786293764305_agj3v9c17,6a782c19018c2b4d3ecabb2a,6a70a070faabc7ced4271957,product_viewed,6a777a2bb31338dbaaaf7a30,,,,,0,pending,2026-08-10T11:11:41.800Z,0,,,,,,,,,,,,,,,,,,,,,
6a79b1ed5e74060a157e6f2c,session_1786293764305_agj3v9c17,6a782c19018c2b4d3ecabb2a,6a70a070faabc7ced4271957,add_to_cart,6a777a2bb31338dbaaaf7a30,,,,,15300,pending,2026-08-10T11:11:41.819Z,0,6a777a2bb31338dbaaaf7a30,,,,Dell Inspiron Laptop,,,,1,,,,15300,,,,6a79b1ed5e74060a157e6f2d,,,,
6a79b1f65e74060a157e6fab,session_1786293764305_agj3v9c17,6a782c19018c2b4d3ecabb2a,6a705b1d0bded7df22f1c4a5,cart_viewed,,,,,,16299,pending,2026-08-10T11:11:50.291Z,0,6a71c2606066bd8f2f847dfb,6a777a2bb31338dbaaaf7a30,,,Home Thetre,Dell Inspiron Laptop,,,1,1,,,999,15300,,,6a79abc28d280279a63e5afd,6a79b1ea5e74060a157e6f14,,,
6a79b1f65e74060a157e6fbc,session_1786293764305_agj3v9c17,6a782c19018c2b4d3ecabb2a,6a705b1d0bded7df22f1c4a5,cart_viewed,,,,,,16299,pending,2026-08-10T11:11:50.334Z,0,6a71c2606066bd8f2f847dfb,6a777a2bb31338dbaaaf7a30,,,Home Thetre,Dell Inspiron Laptop,,,1,1,,,999,15300,,,6a79abc28d280279a63e5afd,6a79b1ea5e74060a157e6f14,,,
6a79b1fc5e74060a157e7021,session_1786293764305_agj3v9c17,6a782c19018c2b4d3ecabb2a,,wishlist_viewed,,6a777d53b31338dbaaaf7b24,6a7779bab31338dbaaaf7a04,,,0,pending,2026-08-10T11:11:56.406Z,0,,,,,,,,,,,,,,,,,,,,,
6a79b1fc5e74060a157e7023,session_1786293764305_agj3v9c17,6a782c19018c2b4d3ecabb2a,,wishlist_viewed,,6a777d53b31338dbaaaf7b24,6a7779bab31338dbaaaf7a04,,,0,pending,2026-08-10T11:11:56.417Z,0,,,,,,,,,,,,,,,,,,,,,
6a79b1fc5e74060a157e7026,session_1786293764305_agj3v9c17,6a782c19018c2b4d3ecabb2a,,wishlist_viewed,,6a7779bab31338dbaaaf7a04,,,,0,pending,2026-08-10T11:11:56.440Z,0,,,,,,,,,,,,,,,,,,,,,
6a79b2305e74060a157e714a,session_1786293764305_agj3v9c17,6a782c19018c2b4d3ecabb2a,,product_abandoned,,,,,,0,pending,2026-08-10T11:12:48.561Z,0,,,,,,,,,,,,,,,,,,,,,high_interest_no_purchase
6a79b2425e74060a157e71a2,session_1786293764305_agj3v9c17,6a782c19018c2b4d3ecabb2a,,product_abandoned,,,,,,0,pending,2026-08-10T11:13:06.506Z,0,,,,,,,,,,,,,,,,,,,,,high_interest_no_purchase
6a79b31f5e74060a157e71fa,session_1786293764305_agj3v9c17,6a782c19018c2b4d3ecabb2a,,checkout_abandoned,,,,,,15849.91,pending,2026-08-10T11:16:47.276Z,0,6a777a2bb31338dbaaaf7a30,6a71c15a6066bd8f2f847d8b,,,Dell Inspiron Laptop,Wirless earBuds,,,1,1,,,15300,549.91,,,6a79abfe8d280279a63e5f1f,6a79b1835e74060a157e6a52,,,high_price
6a79b32e5e74060a157e72b8,session_1786293764305_agj3v9c17,6a782dc1018c2b4d3ecac696,,cart_abandoned,,,,,,549.91,pending,2026-08-10T11:17:02.329Z,0,6a71c15a6066bd8f2f847d8b,,,,Wirless earBuds,,,,1,,,,549.91,,,,6a79b1865e74060a157e6ab0,,,,cart_aged
6a79b3940be8148d3222f1e1,session_1786293764305_agj3v9c17,6a782dc1018c2b4d3ecac696,6a705b1d0bded7df22f1c4a5,cart_abandoned,,,,,,549.91,pending,2026-08-10T11:18:44.039Z,0,6a71c15a6066bd8f2f847d8b,,,,Wirless earBuds,,,,1,,,,549.91,,,,6a79b1865e74060a157e6ab0,,,,cart_aged
